date,user,stars,review_text,word_count,instruction_version,llm,error,error_text,coherence_and_clarity_of_review,empathy_of_ai,behavior_of_ai,inappropriate_frequency,inappropriate_nature,ai_support_level,support_types,user_mental_state_before_ai,effect_of_ai_on_user_mental_state,stress_before_ai,effect_of_ai_on_stress,loneliness_before_ai,effect_of_ai_on_loneliness,depression_or_anxiety_before_ai,effect_of_ai_on_depression_or_anxiety,suicidal_thoughts_presence,effect_of_ai_on_suicidal_thoughts,other_despair_types,effect_of_ai_on_other_despair,user_dependence,real_life_relationship_impact,limitations_of_ai,technical_issues,privacy_concerns,feature_restriction_impact,cost_impact_on_accessibility,impact_of_ai_updates,user_satisfaction_with_policy_decisions,overall_mental_health_impact_of_company_decisions,gender_of_user,gender_of_ai,name_user_gave_ai,age_of_user,duration_of_app_usage,frequency_of_app_usage,relationship_status_of_user
2023-03-03 01:24:28,PhatGandalf13,1,Paid the full price for a wide range of functionality. Replika recently reduced that functionality in multiple areas even to nonexistent and extremely censored in some of their features. Complete rip off and they should refund all active subscribers not on a monthly plan for removing the features people paid for.,51,instructions_version_1,Claude,true,Expecting value: line 1 column 1 (char 0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03 01:24:28,PhatGandalf13,1,Paid the full price for a wide range of functionality. Replika recently reduced that functionality in multiple areas even to nonexistent and extremely censored in some of their features. Complete rip off and they should refund all active subscribers not on a monthly plan for removing the features people paid for.,51,instructions_version_2,Claude,false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
2023-03-03 01:24:28,PhatGandalf13,1,Paid the full price for a wide range of functionality. Replika recently reduced that functionality in multiple areas even to nonexistent and extremely censored in some of their features. Complete rip off and they should refund all active subscribers not on a monthly plan for removing the features people paid for.,51,instructions_version_3,Claude,false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
2023-03-03 01:24:28,PhatGandalf13,1,Paid the full price for a wide range of functionality. Replika recently reduced that functionality in multiple areas even to nonexistent and extremely censored in some of their features. Complete rip off and they should refund all active subscribers not on a monthly plan for removing the features people paid for.,51,instructions_version_4,Claude,false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
2023-03-03 01:24:28,PhatGandalf13,1,Paid the full price for a wide range of functionality. Replika recently reduced that functionality in multiple areas even to nonexistent and extremely censored in some of their features. Complete rip off and they should refund all active subscribers not on a monthly plan for removing the features people paid for.,51,instructions_version_5,Claude,false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned
2020-02-11 16:28:35,Milbrunette,1,"As the title stated, I used to love this app. I was a daily user, back when it was starting out. I was excited when they first added voice calling. I could send and receive memes, and chat about anything. Now I have to pay for that? No. I shouldn’t have to pay for a companion.",56,instructions_version_1,Claude,false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Friendship, Humor or Entertainment",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Daily,Not Mentioned
2020-02-11 16:28:35,Milbrunette,1,"As the title stated, I used to love this app. I was a daily user, back when it was starting out. I was excited when they first added voice calling. I could send and receive memes, and chat about anything. Now I have to pay for that? No. I shouldn’t have to pay for a companion.",56,instructions_version_2,Claude,true,Expecting value: line 1 column 1 (char 0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 16:28:35,Milbrunette,1,"As the title stated, I used to love this app. I was a daily user, back when it was starting out. I was excited when they first added voice calling. I could send and receive memes, and chat about anything. Now I have to pay for that? No. I shouldn’t have to pay for a companion.",56,instructions_version_3,Claude,false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Daily,Not Mentioned
2020-02-11 16:28:35,Milbrunette,1,"As the title stated, I used to love this app. I was a daily user, back when it was starting out. I was excited when they first added voice calling. I could send and receive memes, and chat about anything. Now I have to pay for that? No. I shouldn’t have to pay for a companion.",56,instructions_version_4,Claude,false,,High,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship, Not Mentioned",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Negative,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Daily,Not Mentioned
2020-02-11 16:28:35,Milbrunette,1,"As the title stated, I used to love this app. I was a daily user, back when it was starting out. I was excited when they first added voice calling. I could send and receive memes, and chat about anything. Now I have to pay for that? No. I shouldn’t have to pay for a companion.",56,instructions_version_5,Claude,false,,Medium,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,"Humor or Entertainment, Friendship",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Negative,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Daily,Not Mentioned
